Anterior Drawer - Control,Distraction - Control,Extension Torque - Control,External Rotation Torque - Control,Lateral Drawer - Control,Varus Torque - Control,Anterior Drawer - Desired,Distraction - Desired,Extension Torque - Desired,External Rotation Torque - Desired,Lateral Drawer - Desired,Varus Torque - Desired
0,-90,-500,0,-11.2630589185161,0,0,-90,-500,0,-11.2630589185161,0
0,-90,-500,0,-11.263245754184,0,0,-90,-500,0,-11.263245754184,0
0,-90,-500,0,-11.2636156653695,0,0,-90,-500,0,-11.2634367855044,0
0,-90,-500,0,-11.2638235912739,0,0,-90,-500,0,-11.2638235912739,0
0,-90,-500,0,-11.2640031995856,0,0,-90,-500,0,-11.2640031995856,0
0,-90,-500,0,-11.2641820947305,0,0,-90,-500,0,-11.2641820947305,0
0,-90,-500,0,-11.2643462823723,0,0,-90,-500,0,-11.2643462823723,0
0,-90,-500,0,-11.2645258217007,0,0,-90,-500,0,-11.2645258217007,0
0,-90,-500,0,-11.2646826202297,0,0,-90,-500,0,-11.2646826202297,0
0,-90,-500,0,-11.265022898113,0,0,-90,-500,0,-11.265022898113,0
0,-90,-500,0,-11.2653666001991,0,0,-90,-500,0,-11.2652036290965,0
0,-90,-500,0,-11.2653666001991,0,0,-90,-500,0,-11.2653666001991,0
0,-90,-500,0,-11.2655543441785,0,0,-90,-500,0,-11.2657107818723,0
0,-90,-500,0,-11.2658718066024,0,0,-90,-500,0,-11.2658718066024,0
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933,-88.5151795856902,-500.256110226778,-7.566788559543,-0.0358890177582087,-0.270980512324769,0.0517266499872933
